שם תחנה,מספר תחנה,תאריך,"כמות גשם יומית(מ""מ)",קוד גשם יומי()
דגניה א'                                          ,320502,13/01/2022,11.2,0
דגניה ב'                                          ,320650,13/01/2022,14.1,0
דייר חנא                                          ,213054,13/01/2022,22.3,0
דייר חנא מאוישת                                   ,213052,13/01/2022,24,5
דורות                                             ,250156,13/01/2022,11.4,0
דורות מאוישת                                      ,250151,13/01/2022,13,5
חוות עדן                                          ,231001,13/01/2022,6.8,0
אפרתה                                             ,247220,13/01/2022,21.6,0
עיילבון                                           ,213201,13/01/2022,25,0
אלעזר                                             ,247215,13/01/2022,19.2,5
אל -רום                                           ,2489600,13/01/2022,54.8,0
עלי                                               ,241487,13/01/2022,19,0
אילון                                             ,210753,13/01/2022,37.1,0
אילון מאוישת                                      ,210748,13/01/2022,41.6,0
אלקנה                                             ,241381,13/01/2022,28.7,0
עין החורש                                         ,131598,13/01/2022,11.3,0
עין החורש מאוישת                                  ,131599,13/01/2022,11.9,0
עין המפרץ                                         ,110951,13/01/2022,34.9,0
עין חרוד איחוד                                    ,230253,13/01/2022,15.7,0
עין חרוד מאוחד                                    ,230300,13/01/2022,16.3,0
עין השופט                                         ,121541,13/01/2022,14.8,0
עין השופט  קיבוץ                                  ,121550,13/01/2022,16.5,0
עין השופט מאוישת                                  ,121540,13/01/2022,15,0
עין כרמל                                          ,121056,13/01/2022,14,0
עין צורים                                         ,141350,13/01/2022,21,0
עינת                                              ,135496,13/01/2022,17.2,0
עינות צוקים                                       ,330455,13/01/2022,0.3,5
ארז                                               ,143160,13/01/2022,22.4,0
אשל הנשיא                                         ,251451,13/01/2022,3,5
אשחר                                              ,212846,13/01/2022,37.2,0
עברון                                             ,110502,13/01/2022,28.5,0
אייל                                              ,133850,13/01/2022,7.5,0
געש                                               ,133649,13/01/2022,11.5,0
גדות                                              ,311251,13/01/2022,22.5,0
